resource {2},Action {7},PathMot {7},PathChr {7},Effect {7},ClipEvent {7},CES_EFFECT {7},CES_SOUND {7},SND_PACK {7},SeEnv {2},ProxyID {2},unionID {7},family {1},sex {1},age {2},job1 {2},job2 {2},job3 {2},job4 {2},outline1 {2},outline2 {2},outline3 {2},outline4 {2},outline5 {2},outline6 {2},outline7 {2},group {2},UI {2},NPCType {1},name {2},TypeFamily {1},UnionSet {1},facial {2},Flag [talk] {1},Flag [map] {1}
419,np0111,np011001,np011001,,np011001,effect_np011001,sound_np011001,,9,116,uni0903,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
529,np0111,np211001,np211001,,,,,,0,0,uni0904,1,1,23,478,0,0,0,1187,0,0,0,0,0,0,4101,1992,3,422,0,7,1,0,1
548,np0111,np212002,np212001,,,,,,0,0,uni0905,1,2,29,479,0,0,0,1188,0,0,0,0,0,0,4101,1992,3,423,0,7,1,0,1
391,np0111,np182001,np182001,,np182001,effect_np182001,sound_np182001,se_np182001,9,119,uni0906,11,2,65535,480,0,0,0,1189,0,0,0,0,0,0,1105,1917,3,424,0,0,1,1,1
102,np0111,np211001,np211001,,np211000,effect_np211000,sound_np211000,se_np211001,7,140,uni0911,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,90,0,0,1,0,1
430,np0111,np211001,np211001,,np211000,effect_np211000,sound_np211000,se_np211001,7,116,uni0912,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
578,np0111,np032001,np032001,,np032001,effect_np032001,sound_np032001,,9,116,uni0913,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
431,np0111,np011001,np011001,,np011001,effect_np011001,sound_np011001,,9,116,uni0914,1,1,27,481,0,0,0,1190,0,0,0,0,0,0,2205,1937,3,425,0,0,1,1,1
434,np0111,np212001,np212001,,np221000,effect_np221000,sound_np221000,,7,118,uni0915,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
432,np0111,np071001,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,129,uni0921,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,1,1
433,np0111,np071001,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,129,uni0922,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,1,1
99,np0111,np011001,np011001,,np011001,effect_np011001,sound_np011001,,9,116,uni0923,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,426,0,0,1,1,1
480,np0111,np051001,np051001,,np051001,effect_np051001,sound_np051001,,9,134,uni0924,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,585,0,0,1,1,1
581,np0111,np051002,np051001,,np051001,effect_np051001,sound_np051001,,9,134,uni0925,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,586,0,0,1,1,1
581,np0111,np051002,np051001,,np051001,effect_np051001,sound_np051001,,9,134,uni0926,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,587,0,0,1,1,1
581,np0111,np051001,np051001,,np051001,effect_np051001,sound_np051001,,9,134,uni0927,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,588,0,0,1,1,1
421,np0111,np101501,np101501,,,,,,9,140,uni0956,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,428,0,0,1,0,0
422,np0111,np101501,np101501,,,,,,9,140,uni0957,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,429,0,0,1,0,0
423,np0111,np101501,np101501,,,,,,9,140,uni0958,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,430,0,0,1,0,0
424,np0111,np101601,np101601,,,,,,9,140,uni0959,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,431,0,0,1,0,0
425,np0111,np101601,np101601,,,,,,9,140,uni0960,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,432,0,0,1,0,0
426,np0111,np101601,np101601,,,,,,9,140,uni0961,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,433,0,0,1,0,0
413,np0111,np100901,np100901,,np100901,effect_np100901,sound_np100901,,9,135,uni1009,10,1,1260,482,0,0,0,1191,1192,1193,1194,0,0,0,1308,1938,2,435,0,0,1,1,0
414,np0111,np101201,np101201,cas_np_101201,,effect_uni1012,,,9,136,uni1012,9,2,65535,483,0,0,0,1195,0,0,0,0,0,0,1303,1939,3,436,0,0,1,1,0
415,np0111,np101201,np101201,cas_np_101201,,effect_uni1013,,,9,136,uni1013,9,2,65535,484,0,0,0,1196,0,0,0,0,0,0,1303,1939,3,436,0,0,1,1,0
534,np0111,np011005,np011001,,np011001,effect_np011001,sound_np011001,,9,115,uni1025,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,437,0,0,1,1,1
535,np0111,np011004,np011001,,np011001,effect_np011001,sound_np011001,,9,115,uni1026,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,437,0,0,1,1,1
555,np0111,np012005,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,115,uni1027,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,437,0,0,1,1,1
536,np0111,np011004,np011001,,np011001,effect_np011001,sound_np011001,,9,115,uni1028,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,437,0,0,1,1,1
529,np0111,np211006,np211001,,,,,,9,115,uni1029,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
530,np0111,np211001,np211001,,,,,,9,115,uni1030,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
550,np0111,np212002,np212001,,,,,,9,115,uni1031,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
549,np0111,np212002,np212001,,,,,,9,115,uni1032,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
614,np0111,np211002,np211001,,,,,,9,115,uni1033,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
532,np0111,np211001,np211001,,,,,,9,115,uni1034,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
608,np0111,np011006,np011001,cas_oj510031,,effect_np258101,,,9,140,uni1035,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
615,np0111,np212007,np212001,cas_oj510031,,effect_np257901,,,9,140,uni1036,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
615,np0111,np212001,np212001,,,,,,9,115,uni1037,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
529,np0111,np211001,np211001,,,,,,9,115,uni1038,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
608,np0111,np011006,np011001,cas_oj510031,,effect_np258101,,,9,115,uni1039,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
609,np0111,np011006,np011001,cas_oj510031,,effect_np258101,,,9,115,uni1040,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
610,np0111,np012006,np012001,cas_oj510031,,effect_np258101,,,9,115,uni1041,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
611,np0111,np012006,np012001,cas_oj510031,,effect_np258101,,,9,115,uni1042,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
529,np0111,np211004,np211001,,,,,,9,115,uni1043,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
530,np0111,np211006,np211001,,,,,,9,115,uni1044,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
532,np0111,np211006,np211001,,,,,,9,115,uni1045,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
530,np0111,np211009,np211001,,,,,,9,115,uni1046,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
531,np0111,np211001,np211001,,,,,,9,115,uni1047,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
532,np0111,np211009,np211001,,,,,,9,115,uni1048,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
550,np0111,np212001,np212001,,,,,,9,115,uni1049,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
550,np0111,np212002,np212001,,,,,,9,115,uni1050,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
550,np0111,np212009,np212001,,,,,,9,115,uni1051,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
534,np0111,np011001,np011001,,,,,,9,115,uni1052,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
535,np0111,np011005,np011001,,,,,,9,115,uni1053,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
532,np0111,np211005,np211001,,,,,,9,115,uni1054,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
565,np0111,np012003,np012001,,,,,,9,115,uni1055,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
615,np0111,np212001,np212001,,,,,,9,115,uni1056,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
609,np0111,np011006,np011001,cas_oj510031,,effect_np258101,,,9,115,uni1057,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
536,np0111,np011002,np011001,,,,,,9,121,uni1058,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
610,np0111,np012006,np012001,cas_oj510031,,effect_np258101,,,9,115,uni1059,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
550,np0111,np212001,np212001,,,,,,9,115,uni1060,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
532,np0111,np211002,np211001,,,,,,9,115,uni1061,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
565,np0111,np012004,np012001,,,,,,9,115,uni1062,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
530,np0111,np211008,np211001,,,,,,9,115,uni1063,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
567,np0111,np021005,np021001,,,,,,9,115,uni1064,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
530,np0111,np211001,np211001,,,,,,9,115,uni1065,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
531,np0111,np211001,np211001,,,,,,9,115,uni1066,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
532,np0111,np211001,np211001,,,,,,9,115,uni1067,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
551,np0111,np212001,np212001,,,,,,9,115,uni1068,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
552,np0111,np212001,np212001,,,,,,9,115,uni1069,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
532,np0111,np211010,np211001,,,,,,9,115,uni1070,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
532,np0111,np211010,np211001,,,,,,9,115,uni1071,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
614,np0111,np211002,np211001,,,,,,9,115,uni1072,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
576,np0111,np031003,np031002,,,,,,9,124,uni1073,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
577,np0111,np031003,np031002,,,,,,9,124,uni1074,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
576,np0111,np031003,np031002,,,,,,9,124,uni1075,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
577,np0111,np031003,np031002,,,,,,9,124,uni1076,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
573,np0111,np021002,np021001,,,,,,9,122,uni1077,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
574,np0111,np021003,np021001,,,,,,9,122,uni1078,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
608,np0111,np011006,np011001,cas_oj510031,,effect_np258101,,,9,140,uni1079,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
611,np0111,np012006,np012001,cas_oj510031,,effect_np258101,,,9,140,uni1080,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
570,np0111,np021005,np021001,,,,,,9,122,uni1081,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
574,np0111,np021005,np021001,,,,,,9,122,uni1082,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
588,np0111,np081003,np081001,,,,,,9,132,uni1083,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
576,np0111,np031003,np031002,,,,,,9,124,uni1084,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
577,np0111,np031003,np031002,,,,,,9,124,uni1085,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
576,np0111,np031003,np031002,,,,,,9,124,uni1086,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
531,np0111,np211009,np211001,,,,,,9,115,uni1087,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
532,np0111,np211009,np211001,,,,,,9,115,uni1088,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
550,np0111,np212006,np212001,,,,,,9,115,uni1089,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
614,np0111,np211009,np211001,,,,,,9,115,uni1090,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
551,np0111,np212009,np212001,,,,,,9,115,uni1091,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
570,np0111,np021002,np021001,,,,,,9,122,uni1092,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
541,np0111,np011003,np011001,,,,,,9,115,uni1093,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
550,np0111,np212005,np212001,,,,,,9,115,uni1094,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
535,np0111,np011001,np011001,,,,,,9,115,uni1095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
536,np0111,np011005,np011001,,,,,,9,115,uni1096,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
554,np0111,np012001,np012001,,,,,,9,115,uni1097,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
555,np0111,np012005,np012001,,,,,,9,115,uni1098,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
532,np0111,np211009,np211001,,,,,,9,115,uni1099,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
551,np0111,np212009,np212001,,,,,,9,115,uni1100,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
609,np0111,np011006,np011001,cas_oj510031,,effect_np258101,,,9,115,uni1101,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
529,np0111,np211001,np211001,,,,,,9,115,uni1102,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
576,np0111,np031003,np031002,,,,,,9,124,uni1103,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
577,np0111,np031003,np031002,,,,,,9,124,uni1104,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
551,np0111,np212009,np212001,,,,,,9,115,uni1105,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
565,np0111,np012003,np012001,,,,,,9,115,uni1106,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
531,np0111,np211006,np211001,,,,,,9,115,uni1107,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
613,np0111,np051001,np051001,,,,,,9,134,uni1108,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
613,np0111,np051001,np051001,,,,,,9,134,uni1109,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
612,np0111,np051001,np051001,,,,,,9,134,uni1110,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
575,np0111,np031001,np031002,,,,,,9,124,uni1111,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
576,np0111,np031001,np031002,,,,,,9,124,uni1112,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
531,np0111,np211001,np211001,,,,,,9,115,uni1113,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
532,np0111,np211001,np211001,,,,,,9,115,uni1114,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
550,np0111,np212001,np212001,,,,,,9,115,uni1115,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
612,np0111,np051002,np051001,,,,,,9,134,uni1116,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
602,np0111,np071001,np071001,,,,,,9,129,uni1117,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
578,np0111,np032002,np032001,,,,,,9,126,uni1118,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
605,np0111,np072001,np072001,,,,,,9,130,uni1119,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,681,0,1
575,np0111,np031001,np031002,,,,,,9,124,uni1120,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
612,np0111,np051002,np051001,,,,,,9,134,uni1121,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
613,np0111,np051002,np051001,,,,,,9,134,uni1122,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
602,np0111,np071001,np071001,,,,,,9,129,uni1123,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
605,np0111,np072001,np072001,,,,,,9,130,uni1124,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,681,0,1
575,np0111,np031001,np031002,,,,,,9,124,uni1125,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
530,np0111,np211001,np211001,,,,,,9,115,uni1126,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
550,np0111,np212001,np212001,,,,,,9,115,uni1127,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
531,np0111,np211009,np211001,,,,,,9,115,uni1128,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
532,np0111,np211009,np211001,,,,,,9,115,uni1129,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
530,np0111,np211009,np211001,,,,,,9,115,uni1130,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
549,np0111,np212001,np212001,,,,,,9,115,uni1131,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
551,np0111,np212001,np212001,,,,,,9,115,uni1132,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
530,np0111,np211009,np211001,,,,,,9,115,uni1133,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
531,np0111,np211009,np211001,,,,,,9,115,uni1134,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
532,np0111,np211009,np211001,,,,,,9,115,uni1135,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
550,np0111,np212001,np212001,,,,,,9,115,uni1136,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
551,np0111,np212001,np212001,,,,,,9,115,uni1137,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
530,np0111,np211009,np211001,,,,,,9,115,uni1138,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
531,np0111,np211009,np211001,,,,,,9,115,uni1139,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
532,np0111,np211009,np211001,,,,,,9,115,uni1140,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
492,np0111,np031001,np031002,,,,,,9,125,uni1141,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
530,np0111,np211007,np211001,,,,,,9,115,uni1142,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
469,np0111,np011001,np011001,,,,,,9,115,uni1143,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
470,np0111,np012006,np012001,,,,,,9,115,uni1144,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
471,np0111,np011002,np011001,,,,,,9,115,uni1145,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
472,np0111,np012001,np012001,,,,,,9,115,uni1146,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
473,np0111,np012006,np012001,,,,,,9,115,uni1147,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
474,np0111,np012002,np012001,,,,,,9,115,uni1148,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
475,np0111,np012002,np012001,,,,,,9,115,uni1149,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
476,np0111,np012004,np012001,,,,,,9,115,uni1150,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
477,np0111,np011002,np011001,,,,,,9,115,uni1151,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
478,np0111,np012003,np012001,,,,,,9,115,uni1152,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
479,np0111,np012006,np012001,,,,,,9,115,uni1153,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
614,np0111,np211010,np211001,,,,,,9,115,uni1154,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
530,np0111,np211010,np211001,,,,,,9,115,uni1155,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
531,np0111,np211010,np211001,,,,,,9,115,uni1156,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
615,np0111,np212010,np211001,,,,,,9,115,uni1157,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
532,np0111,np211010,np211001,,,,,,9,115,uni1158,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
550,np0111,np212010,np211001,,,,,,9,115,uni1159,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
551,np0111,np212010,np211001,,,,,,9,115,uni1160,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
539,np0111,np011001,np011001,,,,,,9,115,uni1161,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
579,np0111,np032001,np032001,,,,,,9,126,uni1162,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
614,np0111,np211009,np211001,,,,,,9,115,uni1163,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
615,np0111,np212009,np211001,,,,,,9,115,uni1164,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
613,np0111,np051002,np051001,,,,,,9,134,uni1165,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
530,np0111,np211007,np211001,,,,,,9,115,uni1166,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
423,np0111,np101501,np101501,,,,,,9,140,uni1167,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,0
119,np0111,np011001,np011001,,np011001,effect_np011001,sound_np011001,,9,115,uni1168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,1,1
612,np0111,np051002,np051001,,,,,,9,134,uni1169,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,1
435,np0111,np207031,np207031,,np207031,,sound_np207031,se_np207031,7,116,uni2001,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,0
436,np0111,np206071,np206071,,np206071,,sound_np206071,se_np206071,7,116,uni2002,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,0
437,np0111,np206071,np206071,,np206071,,sound_np206071,se_np206071,7,116,uni2003,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,0
438,np0111,np206071,np206071,,np206071,,sound_np206071,se_np206071,7,116,uni2004,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,666,0,0,1,0,0
439,np0111,np500101,np500100,,np500101,,sound_np500101,,7,116,uni2005,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,442,0,0,1,0,0
