Resource {7},Motion {7},MtpInChara {7},MtpInWpn {7},MtpOutChara {7},MtpOutWpn {7},Cartridge {1}
wd/wd0351013r,wd/wd035101r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0351014r,wd/wd035101r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0351015r,wd/wd035101r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0351016r,wd/wd035101r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd035101l,wd/wd035101l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0351011l,wd/wd035101l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0351012l,wd/wd035101l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0351013l,wd/wd035101l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0351014l,wd/wd035101l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0351015l,wd/wd035101l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0351016l,wd/wd035101l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd034901r,wd/wd034901r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0349011r,wd/wd034901r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0349012r,wd/wd034901r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0349013r,wd/wd034901r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0349014r,wd/wd034901r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0349015r,wd/wd034901r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0349016r,wd/wd034901r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd034901l,wd/wd034901l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0349011l,wd/wd034901l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0349012l,wd/wd034901l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0349013l,wd/wd034901l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0349014l,wd/wd034901l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0349015l,wd/wd034901l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0349016l,wd/wd034901l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd034601r,wd/wd034601r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0346011r,wd/wd034601r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0346012r,wd/wd034601r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0346013r,wd/wd034601r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0346014r,wd/wd034601r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0346015r,wd/wd034601r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0346016r,wd/wd034601r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd034601l,wd/wd034601l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0346011l,wd/wd034601l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0346012l,wd/wd034601l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0346013l,wd/wd034601l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0346014l,wd/wd034601l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0346015l,wd/wd034601l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0346016l,wd/wd034601l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd034701r,wd/wd034701r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0347011r,wd/wd034701r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0347012r,wd/wd034701r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0347013r,wd/wd034701r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0347014r,wd/wd034701r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0347015r,wd/wd034701r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0347016r,wd/wd034701r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd034701l,wd/wd034701l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0347011l,wd/wd034701l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0347012l,wd/wd034701l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0347013l,wd/wd034701l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0347014l,wd/wd034701l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0347015l,wd/wd034701l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0347016l,wd/wd034701l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd034801r,wd/wd034801r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0348011r,wd/wd034801r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0348012r,wd/wd034801r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0348013r,wd/wd034801r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0348014r,wd/wd034801r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0348015r,wd/wd034801r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0348016r,wd/wd034801r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd034801l,wd/wd034801l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0348011l,wd/wd034801l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0348012l,wd/wd034801l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0348013l,wd/wd034801l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0348014l,wd/wd034801l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0348015l,wd/wd034801l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0348016l,wd/wd034801l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd034501r,wd/wd034501r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0345011r,wd/wd034501r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0345012r,wd/wd034501r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0345013r,wd/wd034501r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0345014r,wd/wd034501r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0345015r,wd/wd034501r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0345016r,wd/wd034501r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd034501l,wd/wd034501l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0345011l,wd/wd034501l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0345012l,wd/wd034501l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0345013l,wd/wd034501l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0345014l,wd/wd034501l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0345015l,wd/wd034501l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0345016l,wd/wd034501l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd035001r,wd/wd035001r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0350011r,wd/wd035001r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0350012r,wd/wd035001r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0350013r,wd/wd035001r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0350014r,wd/wd035001r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0350015r,wd/wd035001r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0350016r,wd/wd035001r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd035001l,wd/wd035001l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0350011l,wd/wd035001l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0350012l,wd/wd035001l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0350013l,wd/wd035001l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0350014l,wd/wd035001l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0350015l,wd/wd035001l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0350016l,wd/wd035001l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd035201r,wd/wd035201r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0352011r,wd/wd035201r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0352012r,wd/wd035201r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0352013r,wd/wd035201r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0352014r,wd/wd035201r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0352015r,wd/wd035201r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0352016r,wd/wd035201r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd035201l,wd/wd035201l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0352011l,wd/wd035201l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0352012l,wd/wd035201l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0352013l,wd/wd035201l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0352014l,wd/wd035201l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0352015l,wd/wd035201l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0352016l,wd/wd035201l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd035301r,wd/wd035301r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0353011r,wd/wd035301r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0353012r,wd/wd035301r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0353013r,wd/wd035301r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0353014r,wd/wd035301r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0353015r,wd/wd035301r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0353016r,wd/wd035301r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd035301l,wd/wd035301l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0353011l,wd/wd035301l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0353012l,wd/wd035301l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0353013l,wd/wd035301l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0353014l,wd/wd035301l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0353015l,wd/wd035301l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0353016l,wd/wd035301l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd034301r,wd/wd034301r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0343011r,wd/wd034301r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0343012r,wd/wd034301r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0343013r,wd/wd034301r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0343014r,wd/wd034301r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0343015r,wd/wd034301r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0343016r,wd/wd034301r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd034301l,wd/wd034301l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0343011l,wd/wd034301l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0343012l,wd/wd034301l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0343013l,wd/wd034301l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0343014l,wd/wd034301l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0343015l,wd/wd034301l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0343016l,wd/wd034301l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd033101r,wd/wd033101r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_BC_R,LF_WD_BC_R_W,0
wd/wd0331011r,wd/wd033101r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_BC_R,LF_WD_BC_R_W,0
wd/wd0331012r,wd/wd033101r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_BC_R,LF_WD_BC_R_W,0
wd/wd0331013r,wd/wd033101r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_BC_R,LF_WD_BC_R_W,0
wd/wd0331014r,wd/wd033101r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_BC_R,LF_WD_BC_R_W,0
wd/wd0331015r,wd/wd033101r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_BC_R,LF_WD_BC_R_W,0
wd/wd0331016r,wd/wd033101r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_BC_R,LF_WD_BC_R_W,0
wd/wd033101l,wd/wd033101l,LF_WD_BC_L,LF_WD_BC_L_W,LF_WD_BC_L,LF_WD_BC_L_W,0
wd/wd0331011l,wd/wd033101l,LF_WD_BC_L,LF_WD_BC_L_W,LF_WD_BC_L,LF_WD_BC_L_W,0
wd/wd0331012l,wd/wd033101l,LF_WD_BC_L,LF_WD_BC_L_W,LF_WD_BC_L,LF_WD_BC_L_W,0
wd/wd0331013l,wd/wd033101l,LF_WD_BC_L,LF_WD_BC_L_W,LF_WD_BC_L,LF_WD_BC_L_W,0
wd/wd0331014l,wd/wd033101l,LF_WD_BC_L,LF_WD_BC_L_W,LF_WD_BC_L,LF_WD_BC_L_W,0
wd/wd0331015l,wd/wd033101l,LF_WD_BC_L,LF_WD_BC_L_W,LF_WD_BC_L,LF_WD_BC_L_W,0
wd/wd0331016l,wd/wd033101l,LF_WD_BC_L,LF_WD_BC_L_W,LF_WD_BC_L,LF_WD_BC_L_W,0
wd/wd032101r,wd/wd032101r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_BC_R,LF_WD_BC_R_W,0
wd/wd0321011r,wd/wd032101r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_BC_R,LF_WD_BC_R_W,0
wd/wd0321012r,wd/wd032101r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_BC_R,LF_WD_BC_R_W,0
wd/wd0321013r,wd/wd032101r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_BC_R,LF_WD_BC_R_W,0
wd/wd0321014r,wd/wd032101r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_BC_R,LF_WD_BC_R_W,0
wd/wd0321015r,wd/wd032101r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_BC_R,LF_WD_BC_R_W,0
wd/wd0321016r,wd/wd032101r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_BC_R,LF_WD_BC_R_W,0
wd/wd032101l,wd/wd032101l,LF_WD_BC_L,LF_WD_BC_L_W,LF_WD_BC_L,LF_WD_BC_L_W,0
wd/wd0321011l,wd/wd032101l,LF_WD_BC_L,LF_WD_BC_L_W,LF_WD_BC_L,LF_WD_BC_L_W,0
wd/wd0321012l,wd/wd032101l,LF_WD_BC_L,LF_WD_BC_L_W,LF_WD_BC_L,LF_WD_BC_L_W,0
wd/wd0321013l,wd/wd032101l,LF_WD_BC_L,LF_WD_BC_L_W,LF_WD_BC_L,LF_WD_BC_L_W,0
wd/wd0321014l,wd/wd032101l,LF_WD_BC_L,LF_WD_BC_L_W,LF_WD_BC_L,LF_WD_BC_L_W,0
wd/wd0321015l,wd/wd032101l,LF_WD_BC_L,LF_WD_BC_L_W,LF_WD_BC_L,LF_WD_BC_L_W,0
wd/wd0321016l,wd/wd032101l,LF_WD_BC_L,LF_WD_BC_L_W,LF_WD_BC_L,LF_WD_BC_L_W,0
wd/wd032301r,wd/wd032301r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_BC_R,LF_WD_BC_R_W,0
wd/wd0323011r,wd/wd032301r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_BC_R,LF_WD_BC_R_W,0
wd/wd0323012r,wd/wd032301r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_BC_R,LF_WD_BC_R_W,0
wd/wd0323013r,wd/wd032301r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_BC_R,LF_WD_BC_R_W,0
wd/wd0323014r,wd/wd032301r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_BC_R,LF_WD_BC_R_W,0
wd/wd0323015r,wd/wd032301r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_BC_R,LF_WD_BC_R_W,0
wd/wd0323016r,wd/wd032301r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_BC_R,LF_WD_BC_R_W,0
wd/wd032301l,wd/wd032301l,LF_WD_BC_L,LF_WD_BC_L_W,LF_WD_BC_L,LF_WD_BC_L_W,0
wd/wd0323011l,wd/wd032301l,LF_WD_BC_L,LF_WD_BC_L_W,LF_WD_BC_L,LF_WD_BC_L_W,0
wd/wd0323012l,wd/wd032301l,LF_WD_BC_L,LF_WD_BC_L_W,LF_WD_BC_L,LF_WD_BC_L_W,0
wd/wd0323013l,wd/wd032301l,LF_WD_BC_L,LF_WD_BC_L_W,LF_WD_BC_L,LF_WD_BC_L_W,0
wd/wd0323014l,wd/wd032301l,LF_WD_BC_L,LF_WD_BC_L_W,LF_WD_BC_L,LF_WD_BC_L_W,0
wd/wd0323015l,wd/wd032301l,LF_WD_BC_L,LF_WD_BC_L_W,LF_WD_BC_L,LF_WD_BC_L_W,0
wd/wd0323016l,wd/wd032301l,LF_WD_BC_L,LF_WD_BC_L_W,LF_WD_BC_L,LF_WD_BC_L_W,0
wd/wd033701r,wd/wd033701r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_BC_R,LF_WD_BC_R_W,0
wd/wd0337011r,wd/wd033701r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_BC_R,LF_WD_BC_R_W,0
wd/wd0337012r,wd/wd033701r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_BC_R,LF_WD_BC_R_W,0
wd/wd0337013r,wd/wd033701r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_BC_R,LF_WD_BC_R_W,0
wd/wd0337014r,wd/wd033701r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_BC_R,LF_WD_BC_R_W,0
wd/wd0337015r,wd/wd033701r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_BC_R,LF_WD_BC_R_W,0
wd/wd0337016r,wd/wd033701r,LF_WD_BC_R,LF_WD_BC_R_W,LF_WD_BC_R,LF_WD_BC_R_W,0
wd/wd033701l,wd/wd033701l,LF_WD_BC_L,LF_WD_BC_L_W,LF_WD_BC_L,LF_WD_BC_L_W,0
wd/wd0337011l,wd/wd033701l,LF_WD_BC_L,LF_WD_BC_L_W,LF_WD_BC_L,LF_WD_BC_L_W,0
wd/wd0337012l,wd/wd033701l,LF_WD_BC_L,LF_WD_BC_L_W,LF_WD_BC_L,LF_WD_BC_L_W,0
wd/wd0337013l,wd/wd033701l,LF_WD_BC_L,LF_WD_BC_L_W,LF_WD_BC_L,LF_WD_BC_L_W,0
wd/wd0337014l,wd/wd033701l,LF_WD_BC_L,LF_WD_BC_L_W,LF_WD_BC_L,LF_WD_BC_L_W,0
wd/wd0337015l,wd/wd033701l,LF_WD_BC_L,LF_WD_BC_L_W,LF_WD_BC_L,LF_WD_BC_L_W,0
wd/wd0337016l,wd/wd033701l,LF_WD_BC_L,LF_WD_BC_L_W,LF_WD_BC_L,LF_WD_BC_L_W,0
wd/wd033201r,wd/wd033201r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0332011r,wd/wd033201r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0332012r,wd/wd033201r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0332013r,wd/wd033201r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0332014r,wd/wd033201r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0332015r,wd/wd033201r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd0332016r,wd/wd033201r,LF_WD_SL_R,LF_WD_SL_R_W,LF_WD_SL_R,LF_WD_SL_R_W,0
wd/wd033201l,wd/wd033201l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
wd/wd0332011l,wd/wd033201l,LF_WD_SL_L,LF_WD_SL_L_W,LF_WD_SL_L,LF_WD_SL_L_W,0
